airline,flight,source_city,destination_city,one_way,stops,class,class_code,capacity,duration,departure_time,arrival_time,days_left,season_label,weekday,hour,departure_period,season_base_mult,event_mult,weekday_mult,period_mult,stop_mult,demand_index,base_price,price,seat_sold,residual_capacity,optimal_price,optimal_revenue,expected_units,kept_current_price,current_expected_revenue,pct_change_vs_current_price
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2023-12-04 17:20:00,2023-12-05 03:20:00,157,Winter,0,17,Afternoon,1.22,1.0,1.0,1.06,0.97,1.118,1900.0,1455.76,1,7,2090.0,1560.9740388308712,0.7468775305410867,False,1302.769037220628,43.56762103643458
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2023-12-04 18:49:00,2023-12-05 05:01:00,147,Winter,0,18,Afternoon,1.22,1.0,1.0,1.06,0.97,1.113,850.0,755.37,0,30,935.0000000000001,2897.2282735911226,3.0986398648033395,False,2776.210158960583,23.780399009756824
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2023-12-04 18:49:00,2023-12-05 05:01:00,52,Winter,0,18,Afternoon,1.22,1.0,1.0,1.06,0.97,1.101,1900.0,2500.0,3,5,2500.0,1398.8702303211783,0.5595480921284713,True,1398.8702303211783,0.0
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2023-12-04 18:49:00,2023-12-05 05:01:00,101,Winter,0,18,Afternoon,1.22,1.0,1.0,1.06,0.97,1.217,250.0,208.33,92,148,208.33,4917.623883660995,23.60497232112991,True,4917.623883660995,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2023-12-04 19:25:00,2023-12-05 05:43:00,7,Winter,0,19,Evening,1.22,1.0,1.0,1.05,0.97,1.114,850.0,991.97,18,12,1105.0,2385.552899051429,2.158871401856497,False,2334.6205467337913,11.394497817474315
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2023-12-04 19:25:00,2023-12-05 05:43:00,91,Winter,0,19,Evening,1.22,1.0,1.0,1.05,0.97,1.031,1900.0,1653.23,1,7,2090.0,1474.2503105439393,0.7053829237052341,False,1311.1872685271333,26.419191522050774
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2023-12-04 19:25:00,2023-12-05 05:43:00,27,Winter,0,19,Evening,1.22,1.0,1.0,1.05,0.97,1.321,250.0,342.14,120,120,225.0,6175.9462210831825,27.44864987148081,False,5222.698706232179,-34.23744665926229
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2023-12-04 20:33:00,2023-12-05 06:39:00,93,Winter,0,20,Evening,1.22,1.0,1.0,1.05,0.97,1.1,1900.0,2166.76,1,7,2166.76,1597.8431314315917,0.7374342942603664,True,1597.8431314315917,0.0
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2023-12-04 20:33:00,2023-12-05 06:39:00,93,Winter,0,20,Evening,1.22,1.0,1.0,1.05,0.97,1.13,850.0,772.26,7,23,935.0000000000001,2302.846296417294,2.4629372154195655,False,2216.4367267807283,21.073213684510414
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2023-12-04 20:33:00,2023-12-05 06:39:00,39,Winter,0,20,Evening,1.22,1.0,1.0,1.05,0.97,1.291,250.0,238.54,153,87,225.0,3804.289848483871,16.907954882150538,False,3716.3971611461925,-5.676196864257563
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2023-12-05 06:33:00,2023-12-05 16:39:00,14,Winter,1,6,Dawn,1.22,1.0,0.96,0.97,0.97,1.106,850.0,962.2,18,12,1062.5,2118.9860700451613,1.99433983063074,False,2077.3773134867433,10.424028268551233
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2023-12-05 06:33:00,2023-12-05 16:39:00,98,Winter,1,6,Dawn,1.22,1.0,0.96,0.97,0.97,1.106,250.0,170.87,63,177,170.87,5799.823711646931,33.94290227451823,True,5799.823711646931,0.0
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2023-12-05 06:33:00,2023-12-05 16:39:00,144,Winter,1,6,Dawn,1.22,1.0,0.96,0.97,0.97,1.012,1900.0,1300.0,1,7,2090.0,1414.1822816487513,0.676642240023326,False,1115.3313888315627,60.76923076923077
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2023-12-05 09:50:00,2023-12-05 20:08:00,75,Winter,1,9,Morning,1.22,1.0,0.96,1.03,0.97,1.074,850.0,652.26,16,14,1062.5,1410.086237057323,1.327139987818657,False,1278.980830345536,62.895164504952014
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2023-12-05 09:50:00,2023-12-05 20:08:00,100,Winter,1,9,Morning,1.22,1.0,0.96,1.03,0.97,0.961,1900.0,1370.97,1,7,2090.0,1362.0465188382407,0.6516968989656654,False,1103.1454378612038,52.44680773466961
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2023-12-05 09:50:00,2023-12-05 20:08:00,161,Winter,1,9,Morning,1.22,1.0,0.96,1.03,0.97,1.172,250.0,195.76,11,229,195.76,7404.945941871985,37.82665479092759,True,7404.945941871985,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2023-12-05 12:06:00,2023-12-05 20:00:00,53,Winter,1,12,Morning,1.22,1.0,0.96,1.03,1.12,1.243,850.0,1098.84,14,16,1098.84,2061.3977780997266,1.87597628235205,True,2061.3977780997266,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2023-12-05 12:06:00,2023-12-05 20:00:00,108,Winter,1,12,Morning,1.22,1.0,0.96,1.03,1.12,1.211,1900.0,1917.99,1,7,2090.0,1707.4717101874187,0.8169721101375209,False,1635.699583590555,8.968242795843565
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2023-12-05 12:06:00,2023-12-05 20:00:00,44,Winter,1,12,Morning,1.22,1.0,0.96,1.03,1.12,1.302,250.0,350.0,121,119,225.0,5007.406556796898,22.25514025243066,False,4196.2238050345895,-35.714285714285715
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2023-12-05 15:20:00,2023-12-06 01:20:00,63,Winter,1,15,Afternoon,1.22,1.0,0.96,1.06,0.97,1.168,250.0,267.23,137,103,225.0,3446.4358941884025,15.317492863059567,False,3217.2819862918946,-15.802866444635713
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2023-12-05 15:20:00,2023-12-06 01:20:00,63,Winter,1,15,Afternoon,1.22,1.0,0.96,1.06,0.97,1.154,850.0,834.91,12,18,1062.5,2028.2728373742884,1.9089626704699185,False,1932.8071318100326,27.259225545268357
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2023-12-05 15:20:00,2023-12-06 01:20:00,56,Winter,1,15,Afternoon,1.22,1.0,0.96,1.06,0.97,1.025,1900.0,2486.15,2,6,2486.15,1520.5362320517543,0.611602772178571,True,1520.5362320517543,0.0
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2023-12-05 17:22:00,2023-12-06 03:34:00,61,Winter,1,17,Afternoon,1.22,1.0,0.96,1.06,0.97,1.38,250.0,350.0,101,139,225.0,5544.739960866772,24.643288714963433,False,4646.511033727398,-35.714285714285715
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2023-12-05 17:22:00,2023-12-06 03:34:00,129,Winter,1,17,Afternoon,1.22,1.0,0.96,1.06,0.97,1.022,1900.0,1593.57,1,7,2090.0,1431.0030581177625,0.6846904584295515,False,1249.5481373213988,31.15206737074619
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2023-12-05 17:22:00,2023-12-06 03:34:00,70,Winter,1,17,Afternoon,1.22,1.0,0.96,1.06,0.97,1.018,850.0,872.27,10,20,1062.5,1936.886861380702,1.8229523401230137,False,1861.9527361634503,21.808614305203665
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2023-12-05 22:01:00,2023-12-06 08:13:00,122,Winter,1,22,Evening,1.22,1.0,0.96,1.05,0.97,1.146,250.0,201.35,71,169,201.35,5308.025052766291,26.362180545151684,True,5308.025052766291,0.0
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2023-12-05 22:01:00,2023-12-06 08:13:00,22,Winter,1,22,Evening,1.22,1.0,0.96,1.05,0.97,0.998,850.0,1008.49,15,15,1062.5,2128.0078937128146,2.0028309587885316,False,2105.919500485177,5.3555315372487575
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2023-12-05 22:01:00,2023-12-06 08:13:00,60,Winter,1,22,Evening,1.22,1.0,0.96,1.05,0.97,1.007,1900.0,1734.92,1,7,2090.0,1564.5638200376495,0.748595129204617,False,1425.4758593023837,20.466649759066694
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2023-12-07 05:56:00,2023-12-07 16:08:00,4,Winter,3,5,Dawn,1.22,1.0,1.07,0.97,0.97,1.115,850.0,1100.0,18,12,1105.0,2493.504877369886,2.2565654998822495,False,2491.2442164647655,0.45454545454545453
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2023-12-07 05:56:00,2023-12-07 16:08:00,118,Winter,3,5,Dawn,1.22,1.0,1.07,0.97,0.97,1.013,1900.0,2060.58,2,6,2090.0,1219.1268206419459,0.5833142682497349,False,1210.5158571824386,1.4277533509982663
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2023-12-07 05:56:00,2023-12-07 16:08:00,136,Winter,3,5,Dawn,1.22,1.0,1.07,0.97,0.97,1.286,250.0,150.0,46,194,150.0,7671.499578057634,51.143330520384225,True,7671.499578057634,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2023-12-07 06:52:00,2023-12-07 14:46:00,100,Winter,3,6,Dawn,1.22,1.0,1.07,0.97,1.12,1.374,250.0,246.08,90,150,225.0,5460.6151042421425,24.26940046329841,False,5268.464354311344,-8.566319895968796
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2023-12-07 06:52:00,2023-12-07 14:46:00,149,Winter,3,6,Dawn,1.22,1.0,1.07,0.97,1.12,1.317,1900.0,1735.17,1,7,2090.0,1839.6661818234047,0.8802230535040214,False,1676.2426903782703,20.449293152832283
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2023-12-07 06:52:00,2023-12-07 14:46:00,11,Winter,3,6,Dawn,1.22,1.0,1.07,0.97,1.12,1.321,850.0,729.2,19,11,1062.5,2425.5446070583534,2.2828655125255093,False,2249.638885059693,45.70762479429511
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2023-12-07 09:00:00,2023-12-07 19:00:00,143,Winter,3,9,Morning,1.22,1.0,1.07,1.03,0.97,1.42,250.0,284.92,52,188,225.0,6974.384039136418,30.997262396161858,False,6345.848371016527,-21.03046469184333
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2023-12-07 09:00:00,2023-12-07 19:00:00,166,Winter,3,9,Morning,1.22,1.0,1.07,1.03,0.97,1.19,1900.0,1328.88,0,8,2090.0,1898.2166618166987,0.9082376372328702,False,1513.6153406637195,57.27529950033109
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2023-12-07 09:00:00,2023-12-07 19:00:00,115,Winter,3,9,Morning,1.22,1.0,1.07,1.03,0.97,1.308,850.0,733.81,3,27,935.0000000000001,3082.927793633206,3.2972489771478135,False,2937.0933911722145,27.417178833758083
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2023-12-07 11:39:00,2023-12-07 21:51:00,43,Winter,3,11,Morning,1.22,1.0,1.07,1.03,0.97,1.322,250.0,226.53,142,98,225.0,4224.231801092189,18.77436356040973,False,4212.796286752318,-0.6754072308303541
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2023-12-07 11:39:00,2023-12-07 21:51:00,144,Winter,3,11,Morning,1.22,1.0,1.07,1.03,0.97,1.167,850.0,906.57,8,22,935.0000000000001,2228.27042050083,2.383176920321743,False,2214.5517923861294,3.1359961172330943
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2023-12-07 11:39:00,2023-12-07 21:51:00,155,Winter,3,11,Morning,1.22,1.0,1.07,1.03,0.97,1.162,1900.0,1645.79,1,7,2090.0,1622.5670502884086,0.7763478709513917,False,1439.8482370501445,26.990685324373096
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2023-12-07 16:06:00,2023-12-08 02:24:00,113,Winter,3,16,Afternoon,1.22,1.0,1.07,1.06,0.97,1.218,1900.0,1437.76,1,7,2090.0,1713.3002192117312,0.819760870436235,False,1421.0309136944281,45.36501224126419
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2023-12-07 16:06:00,2023-12-08 02:24:00,84,Winter,3,16,Afternoon,1.22,1.0,1.07,1.06,0.97,1.304,250.0,305.95,103,137,225.0,4823.624756255315,21.438332250023624,False,4265.661013315907,-26.458571662036277
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2023-12-07 16:06:00,2023-12-08 02:24:00,16,Winter,3,16,Afternoon,1.22,1.0,1.07,1.06,0.97,1.187,850.0,1100.0,18,12,1100.0,2223.3476429954553,2.0212251299958686,True,2223.3476429954553,0.0
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2023-12-07 19:00:00,2023-12-08 05:06:00,63,Winter,3,19,Evening,1.22,1.0,1.07,1.05,0.97,1.083,1900.0,1858.68,2,6,2090.0,1422.5802759746082,0.6806604191266068,False,1341.5471864282283,12.445391353003203
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2023-12-07 19:00:00,2023-12-08 05:06:00,112,Winter,3,19,Evening,1.22,1.0,1.07,1.05,0.97,1.311,250.0,226.76,49,191,225.0,6587.221906350376,29.27654180600167,False,6566.7233743143415,-0.7761509966484349
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2023-12-07 19:00:00,2023-12-08 05:06:00,34,Winter,3,19,Evening,1.22,1.0,1.07,1.05,0.97,1.208,850.0,1100.0,12,18,1100.0,2667.47772053499,2.4249797459409,True,2667.47772053499,0.0
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2023-12-08 07:28:00,2023-12-08 17:34:00,127,Winter,4,7,Morning,1.22,1.0,1.07,1.03,0.97,1.24,1900.0,1988.64,2,6,2090.0,1488.800679643459,0.7123448227959134,False,1452.2503862675771,5.096950679861608
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2023-12-08 07:28:00,2023-12-08 17:34:00,178,Winter,4,7,Morning,1.22,1.0,1.07,1.03,0.97,1.103,850.0,677.64,2,28,935.0000000000001,2676.5362087452627,2.862605570850548,False,2509.635260368109,37.978867835428865
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2023-12-08 07:28:00,2023-12-08 17:34:00,54,Winter,4,7,Morning,1.22,1.0,1.07,1.03,0.97,1.38,250.0,190.08,141,99,190.08,4387.148958465244,23.080539554215296,True,4387.148958465244,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2023-12-08 08:22:00,2023-12-08 18:40:00,159,Winter,4,8,Morning,1.22,1.0,1.07,1.03,0.97,1.315,250.0,237.68,30,210,220.0,7272.090660879041,33.05495754945019,False,7050.684822107928,-7.438572871087179
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2023-12-08 08:22:00,2023-12-08 18:40:00,39,Winter,4,8,Morning,1.22,1.0,1.07,1.03,0.97,1.221,1900.0,1773.59,3,5,2280.0,1650.4979561042535,0.7239026123264269,False,1455.7077129251059,28.552822241893566
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2023-12-08 08:22:00,2023-12-08 18:40:00,170,Winter,4,8,Morning,1.22,1.0,1.07,1.03,0.97,1.13,850.0,914.94,1,29,935.0000000000001,2840.441738446227,3.037905602616285,False,2828.1476983148614,2.192493496841329
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2023-12-08 09:38:00,2023-12-08 19:50:00,142,Winter,4,9,Morning,1.22,1.0,1.07,1.03,0.97,1.334,250.0,251.35,51,189,225.0,6587.476714502081,29.277674286675918,False,6302.03113543588,-10.483389695643524
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2023-12-08 09:38:00,2023-12-08 19:50:00,73,Winter,4,9,Morning,1.22,1.0,1.07,1.03,0.97,1.283,850.0,639.5,10,20,1062.5,2419.3041604716623,2.276992151032153,False,2185.7112836983533,66.14542611415168
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2023-12-08 09:38:00,2023-12-08 19:50:00,32,Winter,4,9,Morning,1.22,1.0,1.07,1.03,0.97,1.083,1900.0,1950.52,3,5,2280.0,1581.4250148113995,0.6936074626365787,False,1462.7037827300524,16.891905748210732
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2023-12-08 14:37:00,2023-12-09 00:49:00,41,Winter,4,14,Afternoon,1.22,1.0,1.07,1.06,0.97,1.121,1900.0,1681.35,3,5,2280.0,1485.921127415971,0.651719792726303,False,1276.0197557574188,35.60531715585691
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2023-12-08 14:37:00,2023-12-09 00:49:00,117,Winter,4,14,Afternoon,1.22,1.0,1.07,1.06,0.97,1.291,250.0,263.07,59,181,225.0,6135.2275295048275,27.267677908910343,False,5763.352074974256,-14.471433458775229
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2023-12-08 14:37:00,2023-12-09 00:49:00,3,Winter,4,14,Afternoon,1.22,1.0,1.07,1.06,0.97,1.35,850.0,965.5,20,10,1105.0,2551.8695742707555,2.309384230109281,False,2483.9135345279697,14.44847229414811
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2023-12-08 20:50:00,2023-12-09 06:50:00,63,Winter,4,20,Evening,1.22,1.0,1.07,1.05,0.97,1.275,850.0,955.62,11,19,1062.5,2365.439509213948,2.226296008671951,False,2315.8109588817106,11.18436198488939
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2023-12-08 20:50:00,2023-12-09 06:50:00,173,Winter,4,20,Evening,1.22,1.0,1.07,1.05,0.97,1.106,1900.0,1670.48,0,8,2090.0,1763.914470733041,0.8439782156617421,False,1576.9757689514456,25.113739763421293
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2023-12-08 20:50:00,2023-12-09 06:50:00,34,Winter,4,20,Evening,1.22,1.0,1.07,1.05,0.97,1.432,250.0,234.39,140,100,225.0,5118.39391757758,22.748417411455915,False,5035.366454131971,-4.006143606809158
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2023-12-08 22:08:00,2023-12-09 06:02:00,90,Winter,4,22,Evening,1.22,1.0,1.07,1.05,1.12,1.428,1900.0,1863.94,2,6,2090.0,1752.3981450339766,0.8384680119779793,False,1654.9146705038024,12.128072792042659
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2023-12-08 22:08:00,2023-12-09 06:02:00,162,Winter,4,22,Evening,1.22,1.0,1.07,1.05,1.12,1.444,250.0,268.6,20,220,220.0,8364.750347659594,38.02159248936179,False,7722.886507033633,-18.09381980640358
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2023-12-08 22:08:00,2023-12-09 06:02:00,126,Winter,4,22,Evening,1.22,1.0,1.07,1.05,1.12,1.47,850.0,846.58,5,25,935.0000000000001,3197.8721804947404,3.420184150261754,False,3134.962712138934,10.444376195988573
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Business,1,30,10.2,2023-12-09 09:45:00,2023-12-09 19:57:00,83,Winter,5,9,Morning,1.22,1.0,1.0,1.03,0.97,1.163,850.0,887.59,7,23,935.0000000000001,2403.7393606286923,2.5708442359665153,False,2378.8526005578246,5.341430164828364
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),Economy,0,240,10.2,2023-12-09 09:45:00,2023-12-09 19:57:00,9,Winter,5,9,Morning,1.22,1.0,1.0,1.03,0.97,1.028,250.0,203.0,217,23,203.0,1242.7953292785332,6.122144479204597,True,1242.7953292785332,0.0
Qatar Airways,QR113,Muscat,London (LHR),True,1 Stop (DOH),First,2,8,10.2,2023-12-09 09:45:00,2023-12-09 19:57:00,38,Winter,5,9,Morning,1.22,1.0,1.0,1.03,0.97,1.013,1900.0,2182.32,3,5,2280.0,1383.3869568709626,0.6067486652942818,False,1353.4289740041893,4.475970526778833
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),First,2,8,10.0,2023-12-09 10:02:00,2023-12-09 20:02:00,18,Winter,5,10,Morning,1.22,1.0,1.0,1.03,0.97,1.102,1900.0,2500.0,3,5,2500.0,2033.9502482755533,0.8135800993102213,True,2033.9502482755533,0.0
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Business,1,30,10.0,2023-12-09 10:02:00,2023-12-09 20:02:00,164,Winter,5,10,Morning,1.22,1.0,1.0,1.03,0.97,1.174,850.0,916.87,2,28,935.0000000000001,2849.7692200699735,3.047881518791415,False,2838.630872674564,1.9773795630787472
Gulf Air,GF567,Muscat,London (LHR),True,1 Stop (BAH),Economy,0,240,10.0,2023-12-09 10:02:00,2023-12-09 20:02:00,82,Winter,5,10,Morning,1.22,1.0,1.0,1.03,0.97,1.175,250.0,274.75,74,166,225.0,5285.148206926776,23.489547586341228,False,4879.272766174974,-18.1073703366697
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),First,2,8,10.2,2023-12-09 11:57:00,2023-12-09 22:09:00,40,Winter,5,11,Morning,1.22,1.0,1.0,1.03,0.97,1.001,1900.0,1960.53,4,4,2280.0,1071.7873958173238,0.4700821911479491,False,993.866307493649,16.29508347232636
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Economy,0,240,10.2,2023-12-09 11:57:00,2023-12-09 22:09:00,28,Winter,5,11,Morning,1.22,1.0,1.0,1.03,0.97,1.129,250.0,259.1,140,100,225.0,4341.680931049555,19.296359693553576,False,4103.400869645831,-13.160941721343118
Oman Air,WY223,Muscat,London (LHR),True,1 Stop (FRA),Business,1,30,10.2,2023-12-09 11:57:00,2023-12-09 22:09:00,126,Winter,5,11,Morning,1.22,1.0,1.0,1.03,0.97,1.242,850.0,918.01,1,29,935.0000000000001,3134.17578767509,3.3520596659626625,False,3122.701784849943,1.8507423666408997
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2023-12-09 15:39:00,2023-12-10 01:57:00,5,Winter,5,15,Afternoon,1.22,1.0,1.0,1.06,0.97,1.175,850.0,947.18,19,11,1105.0,2374.4140776824183,2.1487910205270753,False,2302.3455552923947,16.66209168267912
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2023-12-09 15:39:00,2023-12-10 01:57:00,59,Winter,5,15,Afternoon,1.22,1.0,1.0,1.06,0.97,1.127,1900.0,2500.0,3,5,2500.0,1374.7175217452045,0.5498870086980818,True,1374.7175217452045,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2023-12-09 15:39:00,2023-12-10 01:57:00,112,Winter,5,15,Afternoon,1.22,1.0,1.0,1.06,0.97,1.362,250.0,228.51,88,152,225.0,5446.11654082963,24.204962403687244,False,5412.499305571139,-1.536037810161477
Oman Air,WY101,Muscat,London (LHR),True,Direct,Economy,0,240,7.9,2023-12-09 16:28:00,2023-12-10 00:22:00,108,Winter,5,16,Afternoon,1.22,1.0,1.0,1.06,1.12,1.484,250.0,192.43,80,160,192.43,6662.269152848749,34.62178014264278,True,6662.269152848749,0.0
Oman Air,WY101,Muscat,London (LHR),True,Direct,Business,1,30,7.9,2023-12-09 16:28:00,2023-12-10 00:22:00,135,Winter,5,16,Afternoon,1.22,1.0,1.0,1.06,1.12,1.424,850.0,807.75,8,22,935.0000000000001,2721.74487467017,2.910957085208737,False,2643.2636580494936,15.753636645001562
Oman Air,WY101,Muscat,London (LHR),True,Direct,First,2,8,7.9,2023-12-09 16:28:00,2023-12-10 00:22:00,171,Winter,5,16,Afternoon,1.22,1.0,1.0,1.06,1.12,1.241,1900.0,1781.38,1,7,2090.0,1731.894418354476,0.8286576164375484,False,1598.919339642054,17.324770683402747
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),First,2,8,10.1,2023-12-09 17:49:00,2023-12-10 03:55:00,114,Winter,5,17,Afternoon,1.22,1.0,1.0,1.06,0.97,1.189,1900.0,2006.75,1,7,2090.0,1671.829154217135,0.7999182556062847,False,1638.1942120475264,4.148498816494332
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Business,1,30,10.1,2023-12-09 17:49:00,2023-12-10 03:55:00,99,Winter,5,17,Afternoon,1.22,1.0,1.0,1.06,0.97,1.306,850.0,1006.86,9,21,1062.5,2478.753645155188,2.332944607204883,False,2452.231098225145,5.526091015632757
Etihad Airways,EY342,Muscat,London (LHR),True,1 Stop (AUH),Economy,0,240,10.1,2023-12-09 17:49:00,2023-12-10 03:55:00,31,Winter,5,17,Afternoon,1.22,1.0,1.0,1.06,0.97,1.219,250.0,219.08,167,73,219.08,3330.835212288001,15.203739329413917,True,3330.835212288001,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),First,2,8,10.3,2023-12-10 05:28:00,2023-12-10 15:46:00,8,Winter,6,5,Dawn,1.22,1.0,1.0,0.97,0.97,1.095,1900.0,2500.0,3,5,2500.0,2342.5255026725035,0.9370102010690013,True,2342.5255026725035,0.0
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Business,1,30,10.3,2023-12-10 05:28:00,2023-12-10 15:46:00,166,Winter,6,5,Dawn,1.22,1.0,1.0,0.97,0.97,1.065,850.0,905.44,3,27,935.0000000000001,2492.6983367781822,2.66598752596597,False,2476.7338344782074,3.264711079696066
Emirates,EK864,Muscat,London (LHR),True,1 Stop (DXB),Economy,0,240,10.3,2023-12-10 05:28:00,2023-12-10 15:46:00,15,Winter,6,5,Dawn,1.22,1.0,1.0,0.97,0.97,1.158,250.0,177.47,187,53,177.47,3114.7030065795666,17.5505888689895,True,3114.7030065795666,0.0
